0,1,2
0.8730077712719456,0.6722268322429096,0.0
0.5347223099131391,0.6714407531643357,1.0
0.7251732979899856,0.5773889741649652,0.0
0.8517130521792542,0.6122695361264707,0.0
0.2054968352588695,0.4982561499127886,1.0
0.3794643384011091,0.24294487459201086,0.0
0.08096230036421231,-0.04063624889034212,0.0
0.8937888931627348,0.5569941132460479,0.0
0.4369351812142765,0.5903698923009142,1.0
0.10772013844031877,0.17606803614340621,1.0
0.018268632338791738,0.16652455393966095,1.0
0.9974513693348868,0.7545036470970119,0.0
0.18765881147400537,0.330277175119352,1.0
0.8617278827241056,0.8748936679373929,1.0
0.5255109027723526,0.3918586358319531,0.0
0.4140335872078016,0.34996599445785226,0.0
0.9090068121135981,1.0684837464178378,1.0
0.4318396356829203,0.47410994223525854,1.0
0.3829685257080734,0.5615431483544415,1.0
0.9537473011712736,0.7407400846543819,0.0
0.7064652142557295,0.4227927362321264,0.0
0.8546077158807343,0.6273300577118478,0.0
0.3069128891375602,0.43482566118399607,1.0
0.14462650254545661,-0.20875406856379758,0.0
0.2458603565567371,0.39408545680207824,1.0
1.0399778506085675,1.0689233823567579,1.0
0.6112018771098535,0.8068634808389351,1.0
0.9232572414917507,0.49470896751000054,0.0
0.2306996911476567,0.17174230226615755,0.0
1.05677589070165,1.0929185987245522,1.0
0.679108570368044,0.5023228271599104,0.0
0.5139688745562896,0.7481648305185968,1.0
0.9628972333275752,0.9239008929234385,1.0
0.18342223421736467,0.07156698549900396,0.0
0.2003090347712804,-0.13688490778373358,0.0
0.9101156505846748,0.6851043229397681,0.0
0.024723519141513165,-0.12286664060322797,0.0
0.9319930660040884,0.6170337484574029,0.0
0.8735107038700375,0.49219141630299484,0.0
0.23497405776351227,0.31701036153665507,1.0
0.4255790515285132,0.2164724198320177,0.0
0.18673561155024435,0.29443653344079335,1.0
0.8127265512004399,0.8117754022947137,1.0
1.01452243146772,1.0189902545083567,1.0
0.2853371963818097,0.039326482877737004,0.0
0.22681487874290854,0.3876535937395788,1.0
0.4140810638343313,0.06584674361512259,0.0
0.8025072392626895,0.7943384641120974,1.0
0.646136838315078,0.30104751558056836,0.0
0.5401040227073992,0.6311666731019736,1.0
0.9300901511306425,0.6534189359502073,0.0
0.9433643498657664,0.6547405580524641,0.0
0.27483920950323254,0.09867808136483934,0.0
0.9369858957779427,0.6574600447974369,0.0
0.9237863764563536,0.9965414628186309,1.0
1.029521659483041,0.5726805598388699,0.0
0.6879358831928034,0.5463668000185803,0.0
0.1614241706228839,0.07054361506746155,0.0
0.661692619675505,0.512023150247148,0.0
0.9237439822572874,0.6661794065297101,0.0
0.5423423201509813,0.7663883094569428,1.0
1.0214799186929255,1.162172687985168,1.0
0.9136360613277184,1.2310081148564536,1.0
0.35424768373040166,0.19659681534259743,0.0
0.32613927211087484,0.13705533607795756,0.0
0.7497428795180175,0.9425116715356034,1.0
0.348554950900554,0.7061141658160821,1.0
0.3976893511406691,0.4662683953133831,1.0
0.020012141529455962,-0.06288938406303712,0.0
0.5880234541864078,0.6181175435410993,1.0
0.9029113521929358,0.6332064690417114,0.0
0.4173111086140705,0.3201819064835174,0.0
0.7581403158016448,0.8226533091084436,1.0
0.10003447937769466,0.03799913544893792,0.0
